#    L    TT             EE             BB             TE          
   395   0.176828E+04   0.216493E+02   0.434886E-01   0.881446E+01
   396   0.176205E+04   0.216471E+02   0.436228E-01   0.689856E+01
   397   0.175624E+04   0.216408E+02   0.437577E-01   0.498933E+01
   398   0.175084E+04   0.216307E+02   0.438933E-01   0.308751E+01
   399   0.174586E+04   0.216165E+02   0.440296E-01   0.119387E+01
   400   0.174129E+04   0.215984E+02   0.441666E-01  -0.690844E+00
   401   0.173714E+04   0.215763E+02   0.443045E-01  -0.256588E+01
   402   0.173339E+04   0.215503E+02   0.444430E-01  -0.443049E+01
   403   0.173005E+04   0.215203E+02   0.445824E-01  -0.628392E+01
   404   0.172711E+04   0.214865E+02   0.447226E-01  -0.812540E+01
   405   0.172456E+04   0.214487E+02   0.448636E-01  -0.995418E+01
   406   0.172241E+04   0.214072E+02   0.450054E-01  -0.117696E+02
   407   0.172065E+04   0.213617E+02   0.451481E-01  -0.135708E+02
   408   0.171927E+04   0.213123E+02   0.452916E-01  -0.153570E+02
   409   0.171826E+04   0.212592E+02   0.454360E-01  -0.171275E+02
   410   0.171763E+04   0.212024E+02   0.455812E-01  -0.188816E+02
   411   0.171736E+04   0.211417E+02   0.457274E-01  -0.206187E+02
   412   0.171745E+04   0.210773E+02   0.458744E-01  -0.223380E+02
   413   0.171791E+04   0.210092E+02   0.460224E-01  -0.240390E+02
   414   0.171872E+04   0.209375E+02   0.461713E-01  -0.257210E+02
   415   0.171988E+04   0.208622E+02   0.463211E-01  -0.273834E+02
   416   0.172138E+04   0.207832E+02   0.464718E-01  -0.290256E+02
   417   0.172322E+04   0.207008E+02   0.466235E-01  -0.306470E+02
   418   0.172540E+04   0.206148E+02   0.467762E-01  -0.322468E+02
   419   0.172791E+04   0.205254E+02   0.469298E-01  -0.338245E+02
   420   0.173075E+04   0.204325E+02   0.470844E-01  -0.353794E+02
   421   0.173390E+04   0.203363E+02   0.472400E-01  -0.369109E+02
   422   0.173737E+04   0.202366E+02   0.473965E-01  -0.384183E+02
   423   0.174115E+04   0.201335E+02   0.475540E-01  -0.399011E+02
   424   0.174524E+04   0.200272E+02   0.477126E-01  -0.413585E+02
   425   0.174962E+04   0.199176E+02   0.478721E-01  -0.427902E+02
   426   0.175430E+04   0.198048E+02   0.480326E-01  -0.441957E+02
   427   0.175926E+04   0.196890E+02   0.481941E-01  -0.455746E+02
   428   0.176450E+04   0.195701E+02   0.483567E-01  -0.469264E+02
   429   0.177000E+04   0.194484E+02   0.485202E-01  -0.482508E+02
   430   0.177576E+04   0.193237E+02   0.486847E-01  -0.495473E+02
   431   0.178178E+04   0.191963E+02   0.488503E-01  -0.508155E+02
   432   0.178805E+04   0.190662E+02   0.490168E-01  -0.520550E+02
   433   0.179457E+04   0.189334E+02   0.491844E-01  -0.532652E+02
   434   0.180132E+04   0.187981E+02   0.493530E-01  -0.544458E+02
   435   0.180830E+04   0.186602E+02   0.495225E-01  -0.555963E+02
   436   0.181552E+04   0.185198E+02   0.496931E-01  -0.567164E+02
   437   0.182296E+04   0.183770E+02   0.498647E-01  -0.578055E+02
   438   0.183061E+04   0.182319E+02   0.500372E-01  -0.588633E+02
   439   0.183848E+04   0.180845E+02   0.502108E-01  -0.598893E+02
   440   0.184655E+04   0.179348E+02   0.503854E-01  -0.608833E+02
   441   0.185482E+04   0.177831E+02   0.505609E-01  -0.618451E+02
   442   0.186326E+04   0.176292E+02   0.507374E-01  -0.627742E+02
   443   0.187189E+04   0.174735E+02   0.509149E-01  -0.636703E+02
   444   0.188067E+04   0.173158E+02   0.510933E-01  -0.645331E+02
   445   0.188962E+04   0.171563E+02   0.512727E-01  -0.653625E+02
   446   0.189872E+04   0.169952E+02   0.514530E-01  -0.661580E+02
   447   0.190796E+04   0.168324E+02   0.516343E-01  -0.669197E+02
   448   0.191735E+04   0.166682E+02   0.518165E-01  -0.676475E+02
   449   0.192687E+04   0.165025E+02   0.519996E-01  -0.683411E+02
   450   0.193653E+04   0.163354E+02   0.521837E-01  -0.690004E+02
   451   0.194631E+04   0.161670E+02   0.523686E-01  -0.696255E+02
   452   0.195622E+04   0.159975E+02   0.525544E-01  -0.702160E+02
   453   0.196623E+04   0.158269E+02   0.527411E-01  -0.707718E+02
   454   0.197636E+04   0.156554E+02   0.529287E-01  -0.712927E+02
   455   0.198657E+04   0.154829E+02   0.531171E-01  -0.717786E+02
   456   0.199687E+04   0.153096E+02   0.533063E-01  -0.722293E+02
   457   0.200725E+04   0.151355E+02   0.534964E-01  -0.726446E+02
   458   0.201769E+04   0.149608E+02   0.536873E-01  -0.730242E+02
   459   0.202818E+04   0.147855E+02   0.538789E-01  -0.733683E+02
   460   0.203873E+04   0.146098E+02   0.540713E-01  -0.736769E+02
   461   0.204932E+04   0.144336E+02   0.542645E-01  -0.739493E+02
   462   0.205996E+04   0.142573E+02   0.544585E-01  -0.741877E+02
   463   0.207064E+04   0.140808E+02   0.546531E-01  -0.743906E+02
   464   0.208135E+04   0.139043E+02   0.548485E-01  -0.745587E+02
   465   0.209209E+04   0.137279E+02   0.550445E-01  -0.746921E+02
   466   0.210287E+04   0.135517E+02   0.552412E-01  -0.747915E+02
   467   0.211366E+04   0.133758E+02   0.554386E-01  -0.748562E+02
   468   0.212446E+04   0.132003E+02   0.556366E-01  -0.748869E+02
   469   0.213526E+04   0.130252E+02   0.558352E-01  -0.748835E+02
   470   0.214605E+04   0.128507E+02   0.560344E-01  -0.748462E+02
   471   0.215682E+04   0.126768E+02   0.562342E-01  -0.747742E+02
   472   0.216757E+04   0.125038E+02   0.564345E-01  -0.746690E+02
   473   0.217828E+04   0.123316E+02   0.566353E-01  -0.745292E+02
   474   0.218895E+04   0.121602E+02   0.568366E-01  -0.743568E+02
   475   0.219958E+04   0.119900E+02   0.570385E-01  -0.741505E+02
   476   0.221016E+04   0.118210E+02   0.572407E-01  -0.739110E+02
   477   0.222069E+04   0.116531E+02   0.574434E-01  -0.736391E+02
   478   0.223116E+04   0.114866E+02   0.576466E-01  -0.733347E+02
   479   0.224157E+04   0.113216E+02   0.578501E-01  -0.729989E+02
   480   0.225192E+04   0.111582E+02   0.580539E-01  -0.726310E+02
   481   0.226220E+04   0.109964E+02   0.582581E-01  -0.722319E+02
   482   0.227240E+04   0.108364E+02   0.584626E-01  -0.718018E+02
   483   0.228252E+04   0.106782E+02   0.586674E-01  -0.713410E+02
   484   0.229254E+04   0.105219E+02   0.588725E-01  -0.708501E+02
   485   0.230245E+04   0.103678E+02   0.590778E-01  -0.703292E+02
   486   0.231226E+04   0.102157E+02   0.592833E-01  -0.697788E+02
   487   0.232195E+04   0.100658E+02   0.594890E-01  -0.691992E+02
   488   0.233152E+04   0.991835E+01   0.596948E-01  -0.685909E+02
   489   0.234097E+04   0.977321E+01   0.599008E-01  -0.679544E+02
   490   0.235030E+04   0.963063E+01   0.601069E-01  -0.672902E+02
   491   0.235949E+04   0.949066E+01   0.603130E-01  -0.665988E+02
   492   0.236855E+04   0.935331E+01   0.605192E-01  -0.658807E+02
   493   0.237748E+04   0.921873E+01   0.607254E-01  -0.651364E+02
   494   0.238627E+04   0.908706E+01   0.609316E-01  -0.643663E+02
   495   0.239492E+04   0.895836E+01   0.611378E-01  -0.635710E+02
   496   0.240342E+04   0.883264E+01   0.613439E-01  -0.627511E+02
   497   0.241176E+04   0.871005E+01   0.615499E-01  -0.619070E+02
   498   0.241995E+04   0.859065E+01   0.617558E-01  -0.610393E+02
   499   0.242797E+04   0.847452E+01   0.619615E-01  -0.601485E+02
   500   0.243581E+04   0.836180E+01   0.621671E-01  -0.592352E+02
   501   0.244348E+04   0.825248E+01   0.623725E-01  -0.582999E+02
   502   0.245096E+04   0.814672E+01   0.625776E-01  -0.573433E+02
   503   0.245826E+04   0.804450E+01   0.627825E-01  -0.563659E+02
   504   0.246537E+04   0.794605E+01   0.629870E-01  -0.553685E+02
   505   0.247230E+04   0.785130E+01   0.631913E-01  -0.543518E+02
   506   0.247904E+04   0.776038E+01   0.633952E-01  -0.533164E+02
   507   0.248558E+04   0.767337E+01   0.635987E-01  -0.522630E+02
   508   0.249194E+04   0.759036E+01   0.638018E-01  -0.511922E+02
   509   0.249809E+04   0.751140E+01   0.640045E-01  -0.501047E+02
   510   0.250406E+04   0.743654E+01   0.642067E-01  -0.490013E+02
   511   0.250981E+04   0.736585E+01   0.644084E-01  -0.478825E+02
   512   0.251537E+04   0.729939E+01   0.646097E-01  -0.467490E+02
   513   0.252073E+04   0.723722E+01   0.648103E-01  -0.456016E+02
   514   0.252587E+04   0.717940E+01   0.650104E-01  -0.444409E+02
   515   0.253081E+04   0.712597E+01   0.652099E-01  -0.432675E+02
   516   0.253554E+04   0.707701E+01   0.654087E-01  -0.420822E+02
   517   0.254005E+04   0.703255E+01   0.656069E-01  -0.408857E+02
   518   0.254434E+04   0.699266E+01   0.658045E-01  -0.396788E+02
   519   0.254842E+04   0.695737E+01   0.660013E-01  -0.384620E+02
   520   0.255226E+04   0.692674E+01   0.661973E-01  -0.372362E+02
   521   0.255589E+04   0.690083E+01   0.663926E-01  -0.360020E+02
   522   0.255928E+04   0.687966E+01   0.665871E-01  -0.347602E+02
   523   0.256244E+04   0.686329E+01   0.667808E-01  -0.335114E+02
   524   0.256537E+04   0.685174E+01   0.669736E-01  -0.322565E+02
   525   0.256807E+04   0.684505E+01   0.671656E-01  -0.309960E+02
   526   0.257055E+04   0.684324E+01   0.673567E-01  -0.297307E+02
   527   0.257280E+04   0.684635E+01   0.675468E-01  -0.284614E+02
   528   0.257482E+04   0.685441E+01   0.677360E-01  -0.271888E+02
   529   0.257661E+04   0.686744E+01   0.679243E-01  -0.259134E+02
   530   0.257818E+04   0.688546E+01   0.681115E-01  -0.246363E+02
   531   0.257951E+04   0.690851E+01   0.682978E-01  -0.233580E+02
   532   0.258062E+04   0.693660E+01   0.684829E-01  -0.220796E+02
   533   0.258151E+04   0.696974E+01   0.686671E-01  -0.208014E+02
   534   0.258215E+04   0.700795E+01   0.688501E-01  -0.195246E+02
   535   0.258258E+04   0.705127E+01   0.690320E-01  -0.182497E+02
   536   0.258277E+04   0.709970E+01   0.692128E-01  -0.169776E+02
   537   0.258273E+04   0.715324E+01   0.693925E-01  -0.157090E+02
   538   0.258247E+04   0.721191E+01   0.695710E-01  -0.144446E+02
   539   0.258199E+04   0.727570E+01   0.697483E-01  -0.131852E+02
   540   0.258127E+04   0.734462E+01   0.699243E-01  -0.119314E+02
   541   0.258033E+04   0.741867E+01   0.700992E-01  -0.106840E+02
   542   0.257918E+04   0.749786E+01   0.702728E-01  -0.944372E+01
   543   0.257779E+04   0.758217E+01   0.704451E-01  -0.821123E+01
   544   0.257619E+04   0.767161E+01   0.706161E-01  -0.698723E+01
   545   0.257438E+04   0.776615E+01   0.707858E-01  -0.577239E+01
   546   0.257234E+04   0.786579E+01   0.709542E-01  -0.456737E+01
   547   0.257009E+04   0.797051E+01   0.711213E-01  -0.337284E+01
   548   0.256763E+04   0.808023E+01   0.712870E-01  -0.218945E+01
   549   0.256495E+04   0.819509E+01   0.714513E-01  -0.101787E+01
   550   0.256206E+04   0.831488E+01   0.716143E-01   0.141229E+00
   551   0.255897E+04   0.843973E+01   0.717758E-01   0.128717E+01
   552   0.255567E+04   0.856952E+01   0.719359E-01   0.241927E+01
   553   0.255216E+04   0.870422E+01   0.720946E-01   0.353683E+01
   554   0.254846E+04   0.884385E+01   0.722519E-01   0.463918E+01
   555   0.254456E+04   0.898832E+01   0.724077E-01   0.572562E+01
   556   0.254047E+04   0.913765E+01   0.725621E-01   0.679545E+01
   557   0.253619E+04   0.929175E+01   0.727149E-01   0.784806E+01
   558   0.253172E+04   0.945062E+01   0.728663E-01   0.888272E+01
   559   0.252707E+04   0.961419E+01   0.730162E-01   0.989894E+01
   560   0.252223E+04   0.978246E+01   0.731646E-01   0.108961E+02
   561   0.251722E+04   0.995528E+01   0.733115E-01   0.118735E+02
   562   0.251202E+04   0.101327E+02   0.734568E-01   0.128307E+02
   563   0.250665E+04   0.103147E+02   0.736006E-01   0.137670E+02
   564   0.250112E+04   0.105011E+02   0.737429E-01   0.146819E+02
   565   0.249541E+04   0.106919E+02   0.738837E-01   0.155748E+02
   566   0.248954E+04   0.108871E+02   0.740229E-01   0.164454E+02
   567   0.248351E+04   0.110865E+02   0.741605E-01   0.172928E+02
   568   0.247732E+04   0.112902E+02   0.742966E-01   0.181168E+02
   569   0.247097E+04   0.114980E+02   0.744311E-01   0.189167E+02
   570   0.246447E+04   0.117099E+02   0.745641E-01   0.196922E+02
   571   0.245782E+04   0.119259E+02   0.746955E-01   0.204426E+02
   572   0.245102E+04   0.121457E+02   0.748253E-01   0.211677E+02
   573   0.244408E+04   0.123695E+02   0.749536E-01   0.218669E+02
   574   0.243700E+04   0.125970E+02   0.750803E-01   0.225400E+02
   575   0.242980E+04   0.128282E+02   0.752055E-01   0.231864E+02
   576   0.242247E+04   0.130632E+02   0.753290E-01   0.238060E+02
   577   0.241502E+04   0.133016E+02   0.754510E-01   0.243981E+02
   578   0.240745E+04   0.135435E+02   0.755715E-01   0.249625E+02
   579   0.239977E+04   0.137889E+02   0.756904E-01   0.254988E+02
   580   0.239198E+04   0.140375E+02   0.758077E-01   0.260068E+02
   581   0.238409E+04   0.142894E+02   0.759235E-01   0.264859E+02
   582   0.237610E+04   0.145444E+02   0.760377E-01   0.269358E+02
   583   0.236802E+04   0.148024E+02   0.761504E-01   0.273563E+02
   584   0.235985E+04   0.150634E+02   0.762616E-01   0.277469E+02
   585   0.235159E+04   0.153272E+02   0.763712E-01   0.281074E+02
   586   0.234325E+04   0.155938E+02   0.764793E-01   0.284374E+02
   587   0.233483E+04   0.158631E+02   0.765859E-01   0.287368E+02
   588   0.232635E+04   0.161349E+02   0.766910E-01   0.290053E+02
   589   0.231779E+04   0.164092E+02   0.767946E-01   0.292427E+02
   590   0.230918E+04   0.166859E+02   0.768967E-01   0.294487E+02
   591   0.230051E+04   0.169648E+02   0.769973E-01   0.296233E+02
   592   0.229178E+04   0.172459E+02   0.770965E-01   0.297661E+02
   593   0.228300E+04   0.175290E+02   0.771942E-01   0.298769E+02
   594   0.227418E+04   0.178141E+02   0.772905E-01   0.299558E+02
   595   0.226532E+04   0.181010E+02   0.773853E-01   0.300025E+02
   596   0.225642E+04   0.183897E+02   0.774788E-01   0.300169E+02
   597   0.224749E+04   0.186799E+02   0.775708E-01   0.299989E+02
   598   0.223853E+04   0.189717E+02   0.776615E-01   0.299484E+02
   599   0.222955E+04   0.192649E+02   0.777507E-01   0.298653E+02
   600   0.222055E+04   0.195593E+02   0.778387E-01   0.297496E+02
   601   0.221155E+04   0.198549E+02   0.779253E-01   0.296012E+02
   602   0.220252E+04   0.201516E+02   0.780105E-01   0.294202E+02
   603   0.219351E+04   0.204492E+02   0.780945E-01   0.292066E+02
   604   0.218448E+04   0.207477E+02   0.781772E-01   0.289604E+02
   605   0.217546E+04   0.210468E+02   0.782586E-01   0.286816E+02
   606   0.216645E+04   0.213466E+02   0.783388E-01   0.283703E+02
   607   0.215745E+04   0.216469E+02   0.784177E-01   0.280263E+02
   608   0.214847E+04   0.219475E+02   0.784954E-01   0.276499E+02
   609   0.213952E+04   0.222484E+02   0.785719E-01   0.272412E+02
   610   0.213058E+04   0.225494E+02   0.786473E-01   0.268002E+02
   611   0.212169E+04   0.228503E+02   0.787215E-01   0.263269E+02
   612   0.211283E+04   0.231510E+02   0.787946E-01   0.258215E+02
   613   0.210400E+04   0.234516E+02   0.788666E-01   0.252841E+02
   614   0.209523E+04   0.237517E+02   0.789375E-01   0.247149E+02
   615   0.208650E+04   0.240514E+02   0.790073E-01   0.241140E+02
   616   0.207783E+04   0.243504E+02   0.790761E-01   0.234820E+02
   617   0.206921E+04   0.246487E+02   0.791439E-01   0.228189E+02
   618   0.206066E+04   0.249464E+02   0.792107E-01   0.221250E+02
   619   0.205218E+04   0.252429E+02   0.792766E-01   0.214006E+02
   620   0.204377E+04   0.255386E+02   0.793414E-01   0.206460E+02
   621   0.203544E+04   0.258331E+02   0.794054E-01   0.198613E+02
   622   0.202718E+04   0.261263E+02   0.794685E-01   0.190470E+02
   623   0.201901E+04   0.264181E+02   0.795308E-01   0.182033E+02
   624   0.201093E+04   0.267084E+02   0.795922E-01   0.173304E+02
   625   0.200294E+04   0.269971E+02   0.796527E-01   0.164287E+02
   626   0.199505E+04   0.272841E+02   0.797125E-01   0.154985E+02
   627   0.198725E+04   0.275691E+02   0.797716E-01   0.145399E+02
   628   0.197956E+04   0.278522E+02   0.798299E-01   0.135534E+02
   629   0.197197E+04   0.281331E+02   0.798875E-01   0.125395E+02
   630   0.196450E+04   0.284119E+02   0.799444E-01   0.114986E+02
   631   0.195714E+04   0.286883E+02   0.800007E-01   0.104309E+02
   632   0.194989E+04   0.289622E+02   0.800564E-01   0.933703E+01
   633   0.194276E+04   0.292337E+02   0.801114E-01   0.821727E+01
   634   0.193576E+04   0.295024E+02   0.801659E-01   0.707212E+01
   635   0.192889E+04   0.297683E+02   0.802199E-01   0.590205E+01
   636   0.192215E+04   0.300314E+02   0.802734E-01   0.470752E+01
   637   0.191554E+04   0.302915E+02   0.803264E-01   0.348902E+01
   638   0.190907E+04   0.305485E+02   0.803789E-01   0.224706E+01
   639   0.190273E+04   0.308023E+02   0.804310E-01   0.982118E+00
   640   0.189654E+04   0.310528E+02   0.804827E-01  -0.305320E+00
   641   0.189050E+04   0.312999E+02   0.805341E-01  -0.161474E+01
   642   0.188460E+04   0.315435E+02   0.805851E-01  -0.294560E+01
   643   0.187886E+04   0.317835E+02   0.806358E-01  -0.429731E+01
   644   0.187326E+04   0.320198E+02   0.806863E-01  -0.566929E+01
   645   0.186782E+04   0.322522E+02   0.807365E-01  -0.706099E+01
   646   0.186255E+04   0.324807E+02   0.807865E-01  -0.847184E+01
   647   0.185742E+04   0.327052E+02   0.808363E-01  -0.990119E+01
   648   0.185247E+04   0.329254E+02   0.808859E-01  -0.113486E+02
   649   0.184767E+04   0.331415E+02   0.809354E-01  -0.128133E+02
   650   0.184305E+04   0.333533E+02   0.809848E-01  -0.142947E+02
   651   0.183859E+04   0.335607E+02   0.810342E-01  -0.157922E+02
   652   0.183430E+04   0.337638E+02   0.810835E-01  -0.173051E+02
   653   0.183019E+04   0.339624E+02   0.811327E-01  -0.188329E+02
   654   0.182625E+04   0.341564E+02   0.811820E-01  -0.203749E+02
   655   0.182249E+04   0.343458E+02   0.812314E-01  -0.219304E+02
   656   0.181890E+04   0.345306E+02   0.812808E-01  -0.234988E+02
   657   0.181550E+04   0.347106E+02   0.813303E-01  -0.250795E+02
   658   0.181228E+04   0.348858E+02   0.813799E-01  -0.266716E+02
   659   0.180924E+04   0.350561E+02   0.814297E-01  -0.282746E+02
   660   0.180638E+04   0.352214E+02   0.814797E-01  -0.298879E+02
   661   0.180370E+04   0.353816E+02   0.815298E-01  -0.315106E+02
   662   0.180122E+04   0.355367E+02   0.815802E-01  -0.331422E+02
   663   0.179891E+04   0.356866E+02   0.816309E-01  -0.347818E+02
   664   0.179680E+04   0.358312E+02   0.816819E-01  -0.364289E+02
   665   0.179487E+04   0.359705E+02   0.817332E-01  -0.380826E+02
   666   0.179313E+04   0.361045E+02   0.817848E-01  -0.397425E+02
   667   0.179157E+04   0.362331E+02   0.818368E-01  -0.414076E+02
   668   0.179021E+04   0.363562E+02   0.818892E-01  -0.430773E+02
   669   0.178904E+04   0.364737E+02   0.819420E-01  -0.447509E+02
   670   0.178805E+04   0.365857E+02   0.819952E-01  -0.464277E+02
   671   0.178726E+04   0.366922E+02   0.820489E-01  -0.481070E+02
   672   0.178665E+04   0.367929E+02   0.821031E-01  -0.497881E+02
   673   0.178624E+04   0.368880E+02   0.821578E-01  -0.514702E+02
